Genus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Methylophaga,425.320 ,-1.083 ,0.419 ,-2.583 ,9.81E-03,3.38E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Actinobaculum,9.790 ,-1.085 ,0.482 ,-2.252 ,2.43E-02,6.99E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Actinomycetales>Actinomycetaceae
Egibacter,16.498 ,-1.086 ,0.521 ,-2.087 ,3.69E-02,9.77E-02,Bacteria>Terrabacteria group>Actinobacteria>Nitriliruptoria>Egibacterales>Egibacteraceae
Goniomonas,13.044 ,-1.088 ,1.142 ,-0.953 ,3.41E-01,5.05E-01,Eukaryota>Cryptophyceae>Cyathomonadacea>Goniomonadaceae
Renibacterium,27.375 ,-1.089 ,0.407 ,-2.678 ,7.42E-03,2.69E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Micrococcaceae
Ardeotis,0.421 ,-1.089 ,1.509 ,-0.722 ,4.70E-01,6.27E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Gruiformes>Otididae
Actinomarinicola,53.127 ,-1.091 ,0.373 ,-2.926 ,3.43E-03,1.41E-02,Bacteria>Terrabacteria group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>Iamiaceae
Streptoalloteichus,0.719 ,-1.093 ,0.785 ,-1.393 ,1.64E-01,3.02E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Pseudonocardiales>Pseudonocardiaceae
Wallemia,119.485 ,-1.096 ,0.496 ,-2.209 ,2.71E-02,7.62E-02,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Wallemiomycotina>Wallemiomycetes>Wallemiales>Wallemiaceae
Leucosporidium,1.448 ,-1.099 ,1.053 ,-1.044 ,2.97E-01,4.59E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Basidiomycota>Pucciniomycotina>Microbotryomycetes>Leucosporidiales>Leucosporidiaceae
Devosia,1194.730 ,-1.100 ,0.295 ,-3.732 ,1.90E-04,1.24E-03,Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae
Duncaniella,61.607 ,-1.103 ,0.463 ,-2.385 ,1.71E-02,5.29E-02,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Bacteroidia>Bacteroidales>Muribaculaceae
Tinamus,7.169 ,-1.107 ,0.521 ,-2.126 ,3.35E-02,9.11E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Palaeognathae>Tinamiformes>Tinamidae
Acremonium,0.676 ,-1.110 ,1.085 ,-1.023 ,3.06E-01,4.68E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Hypocreales incertae sedis
Latilactobacillus,973.890 ,-1.111 ,0.381 ,-2.913 ,3.58E-03,1.44E-02,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae
Fonticula,11.118 ,-1.113 ,0.475 ,-2.342 ,1.92E-02,5.81E-02,Eukaryota>Opisthokonta>Rotosphaerida>Fonticulaceae
Pahexavirus,6.507 ,-1.117 ,0.642 ,-1.741 ,8.16E-02,1.83E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Siphoviridae
Clavispora,52.227 ,-1.118 ,0.448 ,-2.494 ,1.26E-02,4.15E-02,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Metschnikowiaceae
Paeniglutamicibacter,2.231 ,-1.121 ,0.769 ,-1.457 ,1.45E-01,2.78E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Micrococcaceae
Hydrobates,0.768 ,-1.127 ,1.160 ,-0.972 ,3.31E-01,4.95E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Procellariiformes>Hydrobatidae
Yatapoxvirus,0.901 ,-1.130 ,0.903 ,-1.250 ,2.11E-01,3.62E-01,Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Pokkesviricetes>Chitovirales>Poxviridae>Chordopoxvirinae
Planobispora,0.970 ,-1.130 ,0.791 ,-1.429 ,1.53E-01,2.89E-01,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Streptosporangiales>Streptosporangiaceae
Kuttervirus,1.083 ,-1.132 ,0.936 ,-1.209 ,2.27E-01,3.82E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Ackermannviridae>Cvivirinae
Arachnia,126.613 ,-1.133 ,0.341 ,-3.318 ,9.06E-04,4.68E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Propionibacteriales>Propionibacteriaceae
Stegonotus,2.205 ,-1.134 ,1.128 ,-1.005 ,3.15E-01,4.77E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Colubridae>Colubrinae
Wphvirus,0.418 ,-1.134 ,1.450 ,-0.782 ,4.34E-01,5.95E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Herelleviridae>Bastillevirinae
Geospiza,3.652 ,-1.135 ,0.698 ,-1.626 ,1.04E-01,2.19E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Thraupidae
Pyronema,0.809 ,-1.137 ,1.328 ,-0.856 ,3.92E-01,5.56E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>Pezizomycetes>Pezizales>Pyronemataceae
Ceduovirus,0.333 ,-1.138 ,1.608 ,-0.708 ,4.79E-01,6.35E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Siphoviridae
Pelomedusa,0.587 ,-1.140 ,1.536 ,-0.742 ,4.58E-01,6.18E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Testudines>Pleurodira>Pelomedusidae
Badnavirus,0.575 ,-1.146 ,1.625 ,-0.705 ,4.81E-01,6.35E-01,Viruses>Riboviria>Pararnavirae>Artverviricota>Revtraviricetes>Ortervirales>Caulimoviridae
Sciuriunavirus,1.167 ,-1.146 ,0.810 ,-1.415 ,1.57E-01,2.94E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Herelleviridae>Twortvirinae
Asteriusvirus,3.208 ,-1.148 ,0.609 ,-1.886 ,5.94E-02,1.43E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Myoviridae
Candidatus_Aquiluna,13.570 ,-1.150 ,0.454 ,-2.532 ,1.13E-02,3.79E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Microbacteriaceae>Luna cluster>Luna&#x2011;1 subcluster
Arvicola,154.995 ,-1.150 ,0.587 ,-1.959 ,5.01E-02,1.25E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Euarchontoglires>Glires>Rodentia>Myomorpha>Muroidea>Cricetidae>Arvicolinae
Eunotia,2.620 ,-1.154 ,1.035 ,-1.115 ,2.65E-01,4.23E-01,Eukaryota>Sar>Stramenopiles>Ochrophyta>Bacillariophyta>Bacillariophyceae>Eunotiophycidae>Eunotiales>Eunotiaceae
Sorghum,30.982 ,-1.155 ,0.505 ,-2.289 ,2.21E-02,6.54E-02,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Poales>Poaceae>PACMAD clade>Panicoideae>Andropogonodae>Andropogoneae>Sorghinae
Ordospora,0.357 ,-1.158 ,2.320 ,-0.499 ,6.18E-01,7.53E-01,Eukaryota>Opisthokonta>Fungi>Fungi incertae sedis>Microsporidia>Microsporidia incertae sedis>Ordosporidae
Arsenicicoccus,280.222 ,-1.162 ,0.445 ,-2.613 ,8.97E-03,3.14E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Intrasporangiaceae
Modestobacter,56.630 ,-1.164 ,0.473 ,-2.458 ,1.40E-02,4.50E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Geodermatophilales>Geodermatophilaceae
Boudabousia,7.746 ,-1.166 ,0.448 ,-2.602 ,9.27E-03,3.22E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Actinomycetales>Actinomycetaceae
Parus,16.276 ,-1.169 ,0.570 ,-2.050 ,4.04E-02,1.05E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Paridae
Conchiformibius,23.174 ,-1.171 ,0.466 ,-2.512 ,1.20E-02,3.99E-02,Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae
Crocidura,1.762 ,-1.171 ,0.760 ,-1.542 ,1.23E-01,2.48E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Eulipotyphla>Soricidae>Crocidurinae
Atopostipes,1.060 ,-1.172 ,1.148 ,-1.021 ,3.07E-01,4.69E-01,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae
Neopelma,9.238 ,-1.173 ,0.539 ,-2.176 ,2.96E-02,8.21E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Pipridae
Patulibacter,10.874 ,-1.178 ,0.608 ,-1.938 ,5.26E-02,1.30E-01,Bacteria>Terrabacteria group>Actinobacteria>Thermoleophilia>Solirubrobacterales>Patulibacteraceae
Abrothallus,0.374 ,-1.178 ,2.731 ,-0.431 ,6.66E-01,7.86E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes incertae sedis>Abrothallales>Abrothallaceae
Alcaligenes,774.212 ,-1.183 ,0.328 ,-3.607 ,3.10E-04,1.88E-03,Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae
Trepomonas,33.598 ,-1.198 ,1.084 ,-1.105 ,2.69E-01,4.29E-01,Eukaryota>Metamonada>Fornicata>Diplomonadida>Hexamitidae>Hexamitinae
Byrrhinus,0.427 ,-1.199 ,2.187 ,-0.548 ,5.83E-01,7.25E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Coleoptera>Polyphaga>Elateriformia>Byrrhoidea>Limnichidae
Salicibibacter,32.937 ,-1.200 ,0.506 ,-2.374 ,1.76E-02,5.41E-02,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Micromonospora,617.336 ,-1.201 ,0.433 ,-2.771 ,5.58E-03,2.09E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micromonosporales>Micromonosporaceae
Xeromyces,0.490 ,-1.202 ,1.770 ,-0.679 ,4.97E-01,6.50E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>Eurotiomycetes>Eurotiomycetidae>Eurotiales>Aspergillaceae
Nocardioides,4640.599 ,-1.206 ,0.339 ,-3.558 ,3.73E-04,2.20E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Propionibacteriales>Nocardioidaceae
Sturnus,8.603 ,-1.209 ,0.524 ,-2.304 ,2.12E-02,6.32E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Sturnidae
Flavonifractor,192.823 ,-1.210 ,0.436 ,-2.778 ,5.47E-03,2.06E-02,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae
Megamonas,1420.710 ,-1.211 ,0.432 ,-2.802 ,5.08E-03,1.93E-02,Bacteria>Terrabacteria group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae
Zonotrichia,12.304 ,-1.211 ,0.551 ,-2.199 ,2.79E-02,7.80E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Passerellidae
Nakamurella,330.856 ,-1.213 ,0.363 ,-3.343 ,8.28E-04,4.32E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Nakamurellales>Nakamurellaceae
Nothoprocta,13.366 ,-1.219 ,0.551 ,-2.213 ,2.69E-02,7.59E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Palaeognathae>Tinamiformes>Tinamidae
Tunggulviirus,0.944 ,-1.219 ,0.902 ,-1.352 ,1.76E-01,3.20E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Autographiviridae>Krylovirinae
Exophiala,97.747 ,-1.221 ,0.421 ,-2.903 ,3.70E-03,1.48E-02,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>Eurotiomycetes>Chaetothyriomycetidae>Chaetothyriales>Herpotrichiellaceae
Daboia,1.206 ,-1.222 ,1.335 ,-0.915 ,3.60E-01,5.24E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Viperidae>Viperinae
Amaurornis,0.532 ,-1.228 ,1.805 ,-0.681 ,4.96E-01,6.50E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Gruiformes>Rallidae
Brevundimonas,5191.756 ,-1.232 ,0.269 ,-4.582 ,4.61E-06,4.88E-05,Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae
Cyanistes,14.426 ,-1.233 ,0.528 ,-2.335 ,1.96E-02,5.89E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Archelosauria>Archosauria>Dinosauria>Saurischia>Theropoda>Coelurosauria>Aves>Neognathae>Passeriformes>Paridae
Xantusia,2.585 ,-1.235 ,1.047 ,-1.180 ,2.38E-01,3.95E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Scinciformata>Xantusiidae>Xantusiinae
Aplysia,49.755 ,-1.235 ,0.461 ,-2.676 ,7.45E-03,2.70E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Gastropoda>Heterobranchia>Euthyneura>Euopisthobranchia>Aplysiida>Aplysioidea>Aplysiidae
Streptomyces,6030.136 ,-1.245 ,0.358 ,-3.482 ,4.98E-04,2.80E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Streptomycetales>Streptomycetaceae
Euzebya,27.135 ,-1.246 ,0.492 ,-2.532 ,1.13E-02,3.79E-02,Bacteria>Terrabacteria group>Actinobacteria>Nitriliruptoria>Euzebyales>Euzebyaceae
Chryseoglobus,55.580 ,-1.249 ,0.385 ,-3.244 ,1.18E-03,5.78E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Microbacteriaceae
Rhabditoides,2.319 ,-1.249 ,1.833 ,-0.681 ,4.96E-01,6.50E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Nematoda>Chromadorea>Rhabditida>Rhabditina>Rhabditomorpha>Rhabditoidea>Rhabditidae>Rhabditidae incertae sedis
Barnesiella,53.054 ,-1.251 ,0.461 ,-2.715 ,6.63E-03,2.44E-02,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Bacteroidia>Bacteroidales>Barnesiellaceae
Microbacterium,11283.700 ,-1.251 ,0.276 ,-4.530 ,5.91E-06,6.06E-05,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Microbacteriaceae
Stylogaster,0.331 ,-1.252 ,2.416 ,-0.518 ,6.04E-01,7.42E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Conopoidea>Conopidae>Stylogastrinae
Methylorubrum,249.277 ,-1.253 ,0.349 ,-3.590 ,3.30E-04,1.99E-03,Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae
Kribbella,100.846 ,-1.256 ,0.502 ,-2.505 ,1.23E-02,4.06E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Propionibacteriales>Kribbellaceae
Trichomonascus,0.398 ,-1.262 ,2.577 ,-0.490 ,6.24E-01,7.58E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Trichomonascaceae
Agrococcus,577.765 ,-1.263 ,0.336 ,-3.759 ,1.71E-04,1.13E-03,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Microbacteriaceae
Chrysochloris,8.870 ,-1.267 ,0.516 ,-2.455 ,1.41E-02,4.52E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Afrotheria>Chrysochloridae>Chrysochlorinae
Hyaena,16.986 ,-1.271 ,0.535 ,-2.374 ,1.76E-02,5.41E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Carnivora>Feliformia>Hyaenidae
Trichiosoma,0.364 ,-1.272 ,2.593 ,-0.491 ,6.24E-01,7.58E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Hymenoptera>Tenthredinoidea>Cimbicidae
Jonesia,99.977 ,-1.272 ,0.424 ,-3.003 ,2.67E-03,1.15E-02,Bacteria>Terrabacteria group>Actinobacteria>Actinomycetia>Micrococcales>Jonesiaceae
Lynx,18.996 ,-1.281 ,0.545 ,-2.351 ,1.87E-02,5.69E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Carnivora>Feliformia>Felidae>Felinae
Aspergillus,2093.793 ,-1.282 ,0.415 ,-3.085 ,2.04E-03,9.18E-03,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>Eurotiomycetes>Eurotiomycetidae>Eurotiales>Aspergillaceae
Periplaneta,0.821 ,-1.284 ,1.473 ,-0.872 ,3.83E-01,5.47E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Polyneoptera>Dictyoptera>Blattodea>Blattoidea>Blattidae>Blattinae
Escherichia,4270.713 ,-1.287 ,0.284 ,-4.529 ,5.92E-06,6.06E-05,Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae
Pseudomonas,942341.094 ,-1.287 ,0.399 ,-3.223 ,1.27E-03,6.14E-03,Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae
Flintibacter,72.505 ,-1.290 ,0.446 ,-2.894 ,3.80E-03,1.51E-02,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Clostridiales incertae sedis
Sphenodon,0.711 ,-1.291 ,1.234 ,-1.047 ,2.95E-01,4.58E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Sphenodontia>Sphenodontidae
Candidatus_Portiera,31.976 ,-1.292 ,0.544 ,-2.377 ,1.75E-02,5.38E-02,Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter group
Elaphe,289.378 ,-1.293 ,0.711 ,-1.819 ,6.90E-02,1.60E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Sauropsida>Sauria>Lepidosauria>Squamata>Bifurcata>Unidentata>Episquamata>Toxicofera>Serpentes>Colubroidea>Colubridae>Colubrinae
Neovison,2.119 ,-1.296 ,0.816 ,-1.588 ,1.12E-01,2.32E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Carnivora>Caniformia>Mustelidae>Mustelinae
Hanseniaspora,0.916 ,-1.296 ,1.452 ,-0.893 ,3.72E-01,5.36E-01,Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycodaceae
Tlsvirus,2.406 ,-1.300 ,0.962 ,-1.351 ,1.77E-01,3.20E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Drexlerviridae>Tempevirinae
Gamaleyavirus,7.820 ,-1.301 ,0.640 ,-2.032 ,4.22E-02,1.09E-01,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Podoviridae
Phoca,14.031 ,-1.301 ,0.551 ,-2.363 ,1.81E-02,5.55E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Carnivora>Caniformia>Phocidae
